,AIMP,Amazing,APEPlayer,Audio_Wizard,AVSMediaPlayer,BBox,boom-1-0-21,BugsPlayer4,byul2,CircularMediaPlayer,cometplayer,DeliPlayer,Dev Player,foobar2000,Free PC Audio Recorder,FreeAMRPlayer,FrostWire,geniemusicmonitor,Goma,Groovy Media Player,jajuk,JetAudio,Juice,karaoke,KMPlayer,lc_player,Mac Blu-ray Player,mavenplayer,Melon,mpc-hc,mufin_player,Musican,mxplayweb,NemesisPlayer,nemp,OooPlayer,PetrusSMP,psymp3,pulpTunes,QQPlayer,Remote-Player,rtlrack,S4BAnyAudioGrabber,songbird,Spotify,syncPlayer,VUPlayer,Xion,Yamb,zplayer
20,@System@@_lldiv$qqrv,acmDriverEnum,lstrlenW,DeleteCriticalSection,CreateFileA,WideCharToMultiByte,ReadDirectoryChangesW,GetThreadTimes,LocalReAlloc,??0QMediaContent@@QAE@XZ,GetConsoleCP,calloc,_cexit,GetCurrentProcessId,GetStdHandle,libvlc_media_player_stop,GetEnvironmentStringsW,_wcmdln,SetUnhandledExceptionFilter,SetEndOfFile,GlobalMemoryStatusEx,?Create@CxImage@@QAEPAXKKKK@Z,strrchr,VirtualFree,FMOD_System_CreateStream,gtk_text_buffer_get_insert,?load@QWebView@@QAEXABVQUrl@@@Z,Sleep,atol,GdipDisposeImage,CopyFileA,IsValidLocale,GlobalUnlock,GetProcAddress,InitCommonControls,IsValidLocale,SetLastError,FT_Init_FreeType,GetFullPathNameA,LoadLibraryExW,InterlockedIncrement,GetTickCount,CreateFileA,SetUnhandledExceptionFilter,GdipCreateFontFamilyFromName,WaitForSingleObject,BASS_SetConfig,WSAGetLastError,GetStartupInfoA,LoadLibraryExA
21,@System@@New$qqripv,acmFormatEnumW,lstrcpynW,DeleteFileA,CreateFileMappingA,MultiByteToWideChar,GetFileInformationByHandle,GetCPInfo,TlsFree,??0QMediaPlayer@@QAE@PAVQObject@@V?$QFlags@W4Flag@QMediaPlayer@@@@@Z,GetStringTypeW,??1type_info@@UAE@XZ,_configthreadlocale,SetErrorMode,SetUnhandledExceptionFilter,libvlc_media_release,FindNextFileW,_initterm,VirtualQuery,MoveFileA,LoadResource,?Decode@CxImage@@QAE_NPAVCxFile@@K@Z,getenv,IsBadWritePtr,FMOD_System_GetRecordPosition,gtk_scrolled_window_set_policy,?icon@QWebView@@QBE?AVQIcon@@XZ,LockResource,strerror,GdipCloneImage,SetPriorityClass,SetThreadLocale,GlobalLock,GetModuleHandleA,ImageList_DragMove,SetThreadLocale,SetUnhandledExceptionFilter,FT_Load_Glyph,lstrcpyA,GetModuleFileNameW,InterlockedExchangeAdd,ExitProcess,CreateFileMappingA,GetModuleHandleA,GdipSetTextRenderingHint,__mingwthr_key_dtor,BASS_PluginLoad,htons,GetProcAddress,GetThreadLocale
22,@System@@CopyRecord$qqrv,MultipleCDDBQueryDlgProc,LoadLibraryExW,DeviceIoControl,CreateFileW,lstrlenW,CreateFileW,LCMapStringW,GlobalFlags,?scrollContentsBy@QTableView@@MAEXHH@Z,GetStringTypeA,__dllonexit,__setusermatherr,InterlockedIncrement,GetFileType,libvlc_new,FindFirstFileW,_initterm_e,IsBadWritePtr,GetModuleFileNameA,LocalFree,?Eof@CxMemFile@@UAE_NXZ,atoi,LCMapStringA,FMOD_System_Init,gtk_text_iter_get_tags,?url@QWebView@@QBE?AVQUrl@@XZ,GetModuleHandleA,strtoul,GdipCreateBitmapFromScan0,GetPriorityClass,GetSystemDefaultUILanguage,InterlockedDecrement,GetModuleFileNameA,ImageList_Destroy,GetSystemDefaultUILanguage,Sleep,FT_New_Face,LoadLibraryA,GetCommandLineA,PostQueuedCompletionStatus,SetErrorMode,CreateMutexA,ExitProcess,GdipDeleteStringFormat,__getmainargs,BASS_Start,XionTagsRemoveTags,GetModuleHandleA,GetStartupInfoA
23,@System@@AddRefArray$qqrpvt1ui,CDDBGetDiskInfo,GetThreadLocale,EnterCriticalSection,CreateMutexA,lstrcpynW,WaitForSingleObject,GetOEMCP,InterlockedIncrement,?setModel@QTableView@@UAEXPAVQAbstractItemModel@@@Z,IsValidLocale,_onexit,_lock,InterlockedDecrement,SetStdHandle,libvlc_release,lstrcmpW,__setusermatherr,SetThreadPriority,GetFileAttributesA,LockResource,?Flush@CxMemFile@@UAE_NXZ,sprintf,GetSystemInfo,FMOD_System_PlaySound,gtk_text_view_get_type,??1QWebView@@UAE@XZ,LoadResource,_vsnprintf,GdipFree,GlobalSize,GetUserDefaultUILanguage,lstrcpyW,GetLocaleInfoA,_TrackMouseEvent,GetUserDefaultUILanguage,TlsAlloc,FT_Render_Glyph,GetProcAddress,OutputDebugStringW,WaitForMultipleObjects,HeapFree,CreateProcessA,WriteFile,GdipSetSmoothingMode,__p__environ,BASS_Init,XionTagsGetAlbum,GetModuleFileNameA,GetProcAddress
24,@System@@AddRefRecord$qqrpvt1,CDDBQuery,GetStartupInfoA,EnumCalendarInfoA,CreateProcessA,LoadLibraryExW,CopyFileW,TerminateProcess,GetCPInfo,?setSelectionModel@QTableView@@UAEXPAVQItemSelectionModel@@@Z,EnumSystemLocalesA,_exit,_initterm,CreateMutexW,GetSystemTimeAsFileTime,libvlc_video_get_track_count,FindClose,_configthreadlocale,lstrcatW,GetTickCount,SetEnvironmentVariableA,?Size@CxMemFile@@UAEJXZ,_putenv,GetStdHandle,FMOD_System_RecordStart,gtk_text_view_get_buffer,?staticMetaObject@QWebView@@2UQMetaObject@@B,FindResourceA,raise,GdipAlloc,RemoveDirectoryA,GetLocaleInfoW,MulDiv,GetLastError,ImageList_DragShowNolock,GetLocaleInfoW,TlsFree,FT_Set_Pixel_Sizes,GetCommandLineA,FindResourceW,CreateIoCompletionPort,RaiseException,CreateThread,GetStdHandle,GdipGetImageHeight,__p__fmode,BASS_Free,XionTagsGetArtist,GetLocaleInfoA,GetModuleHandleA
25,@System@@FinalizeArray$qqrpvt1ui,CDDBSetOption,GetProcAddress,ExitProcess,CreateThread,GetThreadLocale,CreateDirectoryW,UnhandledExceptionFilter,GetOEMCP,?keyboardSearch@QAbstractItemView@@UAEXABVQString@@@Z,GetUserDefaultLCID,_XcptFilter,_wcmdln,SetThreadPriority,SizeofResource,libvlc_video_set_key_input,GetCommandLineA,_cexit,RemoveDirectoryW,GetLastError,SetLastError,?Tell@CxMemFile@@UAEJXZ,_iob,UnhandledExceptionFilter,FMOD_System_RecordStop,gtk_text_buffer_set_text,?qt_metacall@QWebView@@UAEHW4Call@QMetaObject@@HPAPAX@Z,SizeofResource,_stricmp,GdiplusStartup,CreateDirectoryA,WideCharToMultiByte,HeapAlloc,GetCommandLineA,ImageList_Add,WideCharToMultiByte,TlsGetValue,ChoosePixelFormat,ExpandEnvironmentStringsA,FindResourceExW,GetModuleHandleA,TerminateProcess,DebugBreak,GetModuleFileNameA,GdipStringFormatGetGenericDefault,__set_app_type,BASS_PluginFree,XionTagsGetTrack,GetCurrentDirectoryA,GetModuleFileNameA
26,@System@@FinalizeRecord$qqrpvt1,CDDBSettingsDialog,GetModuleHandleW,FileTimeToDosDateTime,DebugBreak,GetStartupInfoA,SetFileAttributesW,FreeEnvironmentStringsW,SetErrorMode,?visualRect@QTableView@@UBE?AVQRect@@ABVQModelIndex@@@Z,GetDateFormatA,exit,_fmode,GetCurrentThread,HeapSize,libvlc_video_set_mouse_input,GetCPInfo,_exit,CreateEventW,CreateMutexA,SetUnhandledExceptionFilter,?Seek@CxMemFile@@UAE_NJH@Z,setbuf,FreeEnvironmentStringsA,FMOD_System_Release,gtk_text_buffer_get_iter_at_offset,?qt_metacast@QWebView@@UAEPAXPBD@Z,lstrcpyA,_strnicmp,GdipCreateBitmapFromHBITMAP,FileTimeToSystemTime,MultiByteToWideChar,FlushInstructionCache,FreeLibrary,FlatSB_SetScrollProp,MultiByteToWideChar,TlsSetValue,CreatePalette,GlobalMemoryStatus,SetCurrentDirectoryW,DeleteCriticalSection,GetCommandLineA,DeleteCriticalSection,FreeEnvironmentStringsA,GdipGetImageWidth,_assert,BASS_ChannelSetSync,XionTagsReadTagInformation,GetCommandLineA,GetLocaleInfoA
27,@System@@InitializeArray$qqrpvt1ui,CDDBSetValues,GetModuleFileNameW,FileTimeToLocalFileTime,DeleteCriticalSection,GetProcAddress,GetUserDefaultUILanguage,GetEnvironmentStringsW,GetFileAttributesA,?scrollTo@QTableView@@UAEXABVQModelIndex@@W4ScrollHint@QAbstractItemView@@@Z,GetTimeFormatA,_acmdln,_commode,GetVersionExW,HeapQueryInformation,InitCommonControlsEx,GetOEMCP,exit,SetEvent,ExpandEnvironmentStringsA,WaitForSingleObject,?FreeMemory@CxImage@@QAEXPAX@Z,strncmp,GetEnvironmentStrings,FMOD_System_SetOutput,gtk_text_buffer_insert,?mainFrame@QWebPage@@QBEPAVQWebFrame@@XZ,IsIconic,isupper,GetFileVersionInfoW,SystemTimeToFileTime,GetConsoleOutputCP,GetCurrentProcess,FindFirstFileA,ImageList_GetDragImage,GetConsoleOutputCP,WaitForSingleObject,DeleteObject,SetEnvironmentVariableA,DecodePointer,TlsAlloc,GetStartupInfoA,DeleteFileA,GetEnvironmentStrings,GdipFillEllipse,_cexit,BASS_StreamGetFilePosition,XionTagsReleaseHandle,FreeLibrary,GetCurrentDirectoryA
28,@System@@InitializeRecord$qqrpvt1,CreateStatusWindowW,GetLocaleInfoW,FindClose,DeleteFileA,GetModuleHandleW,GetCurrentProcessId,QueryPerformanceCounter,GetFileTime,?indexAt@QTableView@@UBE?AVQModelIndex@@ABVQPoint@@@Z,GetLocaleInfoA,__getmainargs,_except_handler4_common,GlobalFree,ExitThread,FreeEnvironmentStringsW,RtlCaptureContext,__set_app_type,ResetEvent,GetCurrentDirectoryA,__getmainargs,?Encode@CxImage@@QAE_NAAPAEAAJK@Z,__p___argv,FreeEnvironmentStringsW,FMOD_System_SetSoftwareChannels,gtk_text_buffer_create_tag,?evaluateJavaScript@QWebFrame@@QAE?AVQVariant@@ABVQString@@@Z,GetSystemMetrics,_setmode,GetFileVersionInfoSizeW,SuspendThread,GetConsoleCP,lstrcmpW,FindClose,ImageList_Create,GetConsoleCP,WideCharToMultiByte,GetDeviceCaps,CompareStringA,RaiseException,CloseHandle,HeapAlloc,EnterCriticalSection,FreeEnvironmentStringsW,GdipLoadImageFromStream,_iob,BASS_StreamCreateURL,XionTagsGetGenre,FindFirstFileA,GetCommandLineA
29,@System@Pos$qqrx17System@WideStringt1i,ImageList_DragLeave,GetCommandLineW,FindFirstFileA,DeviceIoControl,GetModuleFileNameW,QueryPerformanceCounter,GetStdHandle,RtlUnwind,?sizeHintForRow@QTableView@@MBEHH@Z,IsValidCodePage,_initterm,_crt_debugger_hook,SystemTimeToFileTime,VirtualQuery,IsValidCodePage,RtlLookupFunctionEntry,__wgetmainargs,WaitForMultipleObjects,WritePrivateProfileStringA,__p__environ,?MakeBitmap@CxImage@@QAEPAUHBITMAP__@@PAUHDC__@@@Z,__p___argc,GetEnvironmentStringsW,FMOD_System_Update,gtk_text_buffer_insert_with_tags,?createWindow@QWebView@@MAEPAV1@W4WebWindowType@QWebPage@@@Z,DrawIcon,isxdigit,GetFileVersionInfoA,MoveFileA,GetACP,GetSystemInfo,ExitProcess,ImageList_EndDrag,GetACP,__mingwthr_key_dtor,RealizePalette,SetCurrentDirectoryA,InitializeCriticalSectionAndSpinCount,TlsFree,GetACP,EnumCalendarInfoA,GetEnvironmentStringsW,GdipCreateSolidFill,_onexit,BASS_ChannelIsSliding,XionTagsGetComment,FindClose,FreeLibrary
30,@System@Pos$qqrx20System@UnicodeStringt1i,ImageList_EndDrag,FreeLibrary,FindNextFileA,EnterCriticalSection,GetLocaleInfoW,SetUnhandledExceptionFilter,GetFileType,TerminateProcess,?sizeHintForColumn@QTableView@@MBEHH@Z,GetOEMCP,__setusermatherr,__crtUnhandledException,LocalFileTimeToFileTime,GetSystemInfo,GetEnvironmentStringsW,RtlVirtualUnwind,_amsg_exit,LoadLibraryExW,GetDriveTypeA,__p__fmode,?LoadResource@CxImage@@QAE_NPAUHRSRC__@@KPAUHINSTANCE__@@@Z,strncpy,SetHandleCount,_ZN6TagLib10ByteVectorD1Ev,gtk_vbox_new,?focusNextPrevChild@QWebView@@MAE_N_N@Z,GetSystemMenu,signal,GetFileVersionInfoSizeA,GetFileAttributesExA,LoadLibraryExW,GetCurrentThread,ExitThread,ImageList_DrawEx,LoadLibraryExW,_fdopen,SelectPalette,CreateDirectoryA,DeleteCriticalSection,FormatMessageA,GetOEMCP,ExitProcess,GetCommandLineA,GdipDeleteBrush,_setmode,BASS_ChannelRemoveSync,XionTagsGetLyrics,ExitProcess,FindFirstFileA
31,@System@@UStrInsert$qqrx20System@UnicodeStringr20System@UnicodeStringi,ImageList_Destroy,FindFirstFileW,FindResourceA,EnumCalendarInfoA,GetLastError,QueryPerformanceFrequency,SetStdHandle,UnhandledExceptionFilter,?reset@QAbstractItemView@@UAEXXZ,GetACP,_adjust_fdiv,__crtTerminateProcess,GetVersion,VirtualAlloc,SetHandleCount,UnhandledExceptionFilter,__crtGetShowWindowMode,lstrcmpiW,GetPrivateProfileSectionA,__set_app_type,?Draw@CxImage@@QAEJPAUHDC__@@JJJJPAUtagRECT@@_N@Z,_snprintf,GetFileType,_ZN6TagLib4File6lengthEv,gtk_container_set_border_width,?inputMethodQuery@QWebView@@UBE?AVQVariant@@W4InputMethodQuery@Qt@@@Z,AppendMenuA,_getch,VerQueryValueA,FindClose,GetStartupInfoW,GetCurrentProcessId,CreateThread,ImageList_SetImageCount,GetStartupInfoW,_fstat,SetDIBitsToDevice,GetCurrentProcess,GetSystemTimeAsFileTime,UnmapViewOfFile,UnhandledExceptionFilter,ExitThread,GetCommandLineW,GdipCloneBrush,abort,BASS_ChannelIsActive,XionTagsGetAlbumArt,ExitThread,FindClose
32,@System@@UStrDelete$qqrr20System@UnicodeStringii,ImageList_DragMove,FindClose,FormatMessageA,ExitProcess,GetCommandLineW,SetErrorMode,VirtualQuery,SetUnhandledExceptionFilter,?setRootIndex@QTableView@@UAEXABVQModelIndex@@@Z,GetFullPathNameA,__p__commode,?terminate@@YAXXZ,SetThreadExecutionState,ExitProcess,lstrlenW,SetUnhandledExceptionFilter,_XcptFilter,WinExec,GetCurrentProcessId,_cexit,?AlphaCreate@CxImage@@QAE_NXZ,_stricmp,QueryPerformanceCounter,_ZN6TagLib4File9readBlockEm,gtk_hbox_new,?inputMethodEvent@QWebView@@MAEXPAVQInputMethodEvent@@@Z,SetFocus,?_type_info_dtor_internal_method@type_info@@QAEXXZ,VerQueryValueW,FindFirstFileA,GetProcAddress,GlobalMemoryStatus,WriteFile,FlatSB_GetScrollPos,GetProcAddress,_lseek,SetPaletteEntries,FlushInstructionCache,GetCurrentThreadId,MapViewOfFileEx,HeapReAlloc,FileTimeToDosDateTime,SetHandleCount,GdipFree,atexit,BASS_GetVolume,XionTagsBeginWriteTag,CreateThread,ExitProcess
33,@System@@UStrCopy$qqrx20System@UnicodeStringii,ImageList_BeginDrag,ExitProcess,FreeLibrary,ExitThread,FreeLibrary,GetModuleHandleW,HeapDestroy,IsDebuggerPresent,?doItemsLayout@QTableView@@UAEXXZ,GetCurrentDirectoryA,__p__fmode,__crtSetUnhandledExceptionFilter,ResumeThread,RaiseException,GetCurrentProcess,GetCurrentProcess,memset,GetLogicalDrives,QueryPerformanceCounter,_chdir,?Resample2@CxImage@@QAE_NJJW4InterpolationMethod@1@W4OverflowMethod@1@QAV1@_N@Z,_except_handler3,GetSystemTimeAsFileTime,_ZN6TagLib4FileC2ENS_8FileNameE,gtk_box_get_type,?changeEvent@QWebView@@MAEXPAVQEvent@@@Z,GetDlgItem,_crt_debugger_hook,OpenThemeData,CompareFileTime,GetModuleHandleW,GetLocalTime,UnhandledExceptionFilter,FlatSB_SetScrollPos,GetModuleHandleW,_read,SetPixelFormat,HeapAlloc,QueryPerformanceCounter,CreateFileMappingA,FreeEnvironmentStringsW,FileTimeToLocalFileTime,GetFileType,GdipAlloc,fflush,BASS_SetVolume,XionTagsWriteTagInformation,WriteFile,ExitThread
34,@System@@UStrEqual$qqrv,ImageList_DragEnter,ExitThread,FreeResource,FileTimeToDosDateTime,FindFirstFileW,IsDebuggerPresent,VirtualAlloc,RaiseException,?selectAll@QAbstractItemView@@UAEXXZ,GetDriveTypeW,__set_app_type,_invoke_watson,GetLocaleInfoW,HeapReAlloc,CloseHandle,TerminateProcess,fread,GetLocalTime,IsDebuggerPresent,_close,?Copy@CxImage@@QAEXABV1@_N11@Z,_controlfp,SetUnhandledExceptionFilter,_ZN6TagLib4FileD2Ev,gtk_box_pack_start,?dropEvent@QWebView@@MAEXPAVQDropEvent@@@Z,SetDlgItemTextA,_controlfp_s,IsThemeBackgroundPartiallyTransparent,SetEnvironmentVariableW,GetModuleFileNameW,GetTickCount,SetFilePointer,InitializeFlatSB,GetModuleFileNameW,_write,SwapBuffers,lstrcmpA,GetModuleHandleW,LocalFree,GetEnvironmentStrings,FileTimeToSystemTime,GetStartupInfoA,GdiplusShutdown,fopen,BASS_ChannelSetAttributes,XionTagsSetTitle,UnhandledExceptionFilter,CreateThread
35,@System@@UStrCatN$qqrv,PropertySheetW,CreateThread,GetACP,FileTimeToLocalFileTime,FindClose,UnhandledExceptionFilter,HeapQueryInformation,HeapAlloc,?edit@QAbstractItemView@@MAE_NABVQModelIndex@@W4EditTrigger@1@PAVQEvent@@@Z,GetDriveTypeA,_except_handler3,_controlfp_s,GetNumberFormatW,RtlUnwind,GetModuleFileNameW,IsProcessorFeaturePresent,sprintf,HeapAlloc,SetUnhandledExceptionFilter,_findclose,?AlphaStrip@CxImage@@QAEXXZ,GetStartupInfoA,GetStringTypeA,_ZN6TagLib4MPEG4File4saveEv,gtk_adjustment_get_type,?dragLeaveEvent@QWebView@@MAEXPAVQDragLeaveEvent@@@Z,LoadIconA,_invoke_watson,GetThemeSysColor,GetProfileStringA,GetCommandLineW,GetSystemTimeAsFileTime,SetEndOfFile,ImageList_Copy,GetCommandLineW,__getmainargs,AddAtomA,CreateFileA,GetStartupInfoW,SwitchToThread,GetEnvironmentStringsW,FindClose,DeleteCriticalSection,GdiplusStartup,fprintf,BASS_ChannelStop,XionTagsSetArtist,RtlUnwind,WriteFile
36,@System@@UStrCat3$qqrr20System@UnicodeStringx20System@UnicodeStringt2,ImageList_GetIconSize,CompareStringW,GetCPInfo,FindClose,ExitProcess,TerminateProcess,ExitThread,HeapFree,?dataChanged@QAbstractItemView@@MAEXABVQModelIndex@@0ABV?$QVector@H@@@Z,SetConsoleMode,memset,??3@YAXPAX@Z,DecodePointer,HeapAlloc,GetShortPathNameW,QueryPerformanceCounter,_wfopen,HeapFree,UnhandledExceptionFilter,_findfirst,?AlphaSetMax@CxImage@@QAEXE@Z,IsBadReadPtr,GetStringTypeW,_ZN6TagLib4MPEG4File8ID3v2TagEb,gtk_adjustment_new,?dragMoveEvent@QWebView@@MAEXPAVQDragMoveEvent@@@Z,PostThreadMessageA,_except_handler4_common,CloseThemeData,SetVolumeLabelA,FreeLibrary,ExitProcess,RtlUnwind,FlatSB_GetScrollInfo,FreeLibrary,__lc_codepage,Beep,GetFileSize,SetUnhandledExceptionFilter,DuplicateHandle,SetHandleCount,FindCloseChangeNotification,TlsGetValue,InitCommonControlsEx,free,BASS_ChannelGetAttributes,XionTagsCreateUserFormattedString,RaiseException,UnhandledExceptionFilter
37,@System@@UStrCat$qqrr20System@UnicodeStringx20System@UnicodeString,waveOutReset,WriteFile,GetCommandLineA,FindFirstFileA,ExitThread,CreateMutexW,GetModuleHandleExW,HeapReAlloc,?rowsInserted@QAbstractItemView@@MAEXABVQModelIndex@@HH@Z,ReadConsoleInputA,_controlfp,??2@YAPAXI@Z,SleepEx,DecodePointer,GetVersion,GetCurrentProcessId,?terminate@@YAXXZ,GetProcessHeap,GetCurrentProcess,_findnext,?SetTransColor@CxImage@@QAEXUtagRGBQUAD@@@Z,VirtualFree,IsBadReadPtr,_ZN6TagLib4MPEG4FileC1ENS_8FileNameEbNS_15AudioProperties9ReadStyleE,gtk_hscale_new,?dragEnterEvent@QWebView@@MAEXPAVQDragEnterEvent@@@Z,LoadBitmapA,?terminate@@YAXXZ,DrawThemeBackground,GetSystemDefaultLCID,GetLastError,GetStartupInfoA,ReadFile,ImageList_Write,GetLastError,__mb_cur_max,CloseHandle,ReadFile,UnhandledExceptionFilter,GetCurrentProcess,GetStdHandle,FindFirstChangeNotificationA,TlsAlloc,ImageList_Add,malloc,BASS_ChannelGetLevel,XionTagsSetAlbum,GetStdHandle,RtlUnwind
38,@System@@UStrSetLength$qqrr20System@UnicodeStringi,waveOutRestart,UnhandledExceptionFilter,GetCompressedFileSizeA,FindNextFileA,CreateThread,SetThreadPriority,ExitProcess,VirtualAlloc,?rowsAboutToBeRemoved@QAbstractItemView@@MAEXABVQModelIndex@@HH@Z,CreateMutexA,_CxxThrowException,_purecall,GetCurrentProcess,EncodePointer,lstrcpyW,GetCurrentThreadId,_beginthreadex,GetWindowsDirectoryW,TerminateProcess,_iob,?SetTransIndex@CxImage@@QAEXJ@Z,VirtualProtect,IsBadCodePtr,_ZN6TagLib4MPEG4FileD1Ev,gtk_scale_get_type,?contextMenuEvent@QWebView@@MAEXPAVQContextMenuEvent@@@Z,GetClientRect,_decode_pointer,DrawThemeText,CreateToolhelp32Snapshot,UnhandledExceptionFilter,GetModuleHandleA,RaiseException,ImageList_DrawIndirect,UnhandledExceptionFilter,__p__environ,CreateConsoleScreenBuffer,FindResourceExA,IsProcessorFeaturePresent,Sleep,GetFileType,FindFirstFileA,TlsSetValue,ImageList_Destroy,memset,BASS_ChannelPlay,XionTagsSetYear,GetKeyboardType,RaiseException
39,@System@@WStrFromUStr$qqrr17System@WideStringx20System@UnicodeString,waveOutGetNumDevs,RtlUnwind,GetCurrentProcess,FindResourceA,CompareStringW,SetThreadExecutionState,RtlUnwind,GetSystemInfo,?selectionChanged@QTableView@@MAEXABVQItemSelection@@0@Z,FlushConsoleInputBuffer,strcat,memcpy,DuplicateHandle,HeapFree,lstrcatW,GetSystemTimeAsFileTime,_gmtime64,GetVersionExA,GetStartupInfoA,_itoa,?GetBpp@CxImage@@QBEGXZ,SetLastError,SetStdHandle,_ZN6TagLib5ID3v220AttachedPictureFrame10setPictureERKNS_10ByteVectorE,gtk_scale_set_digits,?resizeEvent@QWebView@@MAEXPAVQResizeEvent@@@Z,PeekMessageA,_onexit,GetThemePartSize,Process32First,RtlUnwind,lstrlenA,GetStdHandle,ImageList_SetBkColor,RtlUnwind,__p__fmode,CreateEventA,LockResource,LeaveCriticalSection,SetWaitableTimer,HeapDestroy,FindNextChangeNotification,TlsFree,ImageList_Create,puts,BASS_ChannelPreBuf,XionTagsSetTrack,LoadStringA,GetStdHandle
40,@System@@UStrFromWStr$qqrr20System@UnicodeStringx17System@WideString,PlaySoundA,RaiseException,GetCurrentProcessId,FormatMessageA,WriteFile,InterlockedExchange,CreateTimerQueue,VirtualQuery,?currentChanged@QTableView@@MAEXABVQModelIndex@@0@Z,GetVersion,strstr,__CxxFrameHandler3,GlobalSize,GetStartupInfoW,lstrcmpiW,InitializeSListHead,??8type_info@@QBE_NABV0@@Z,CreateFileA,InterlockedCompareExchange,_onexit,?GetTypeExt@CxImage@@QAEPADXZ,VirtualAlloc,SetEnvironmentVariableA,_ZN6TagLib5ID3v220AttachedPictureFrame11setMimeTypeERKNS_6StringE,gtk_scale_set_value_pos,?paintEvent@QWebView@@MAEXPAVQPaintEvent@@@Z,MsgWaitForMultipleObjects,_lock,IsAppThemed,Module32First,RaiseException,GetVersionExA,GetFileSize,ImageList_GetBkColor,RaiseException,__set_app_type,CreateSemaphoreA,GlobalLock,EnterCriticalSection,EnterCriticalSection,HeapCreate,FindNextFileA,InterlockedIncrement,GetFileVersionInfoSizeW,signal,BASS_Pause,XionTagsSetGenre,MessageBoxA,GetKeyboardType
41,@System@@UStrFromWArray$qqrr20System@UnicodeStringpbi,midiInStart,GetStdHandle,GetCurrentThreadId,FreeLibrary,UnhandledExceptionFilter,ResumeThread,UnregisterWait,GetSystemTimeAsFileTime,?updateEditorData@QAbstractItemView@@MAEXXZ,CreateWaitableTimerA,rand,_CxxThrowException,GetProcessHeap,HeapSetInformation,GetFileAttributesW,IsDebuggerPresent,atoi,SetEndOfFile,InterlockedExchange,_open,?GetInfo@CxImage@@QAE_NPB_WK@Z,GetProcessHeap,VirtualAlloc,_ZN6TagLib5ID3v220AttachedPictureFrameC1Ev,gtk_button_new,?focusOutEvent@QWebView@@MAEXPAVQFocusEvent@@@Z,IsDlgButtonChecked,__dllonexit,DrawThemeParentBackground,Module32Next,ExitProcess,InterlockedIncrement,GetFileType,ImageList_BeginDrag,ExitProcess,_cexit,DeleteCriticalSection,GlobalUnlock,IsDebuggerPresent,GetModuleFileNameA,VirtualFree,FindResourceA,SetLastError,GetFileVersionInfoW,strcmp,BASS_ChannelGetInfo,XionTagsSetComment,CharNextA,LoadStringA
42,@System@@UStrFromArray$qqrr20System@UnicodeStringpci,timeGetTime,CloseHandle,GetDateFormatA,FreeResource,SetFilePointer,GetVolumeInformationW,RegisterWaitForSingleObject,GetTimeFormatA,?updateEditorGeometries@QAbstractItemView@@MAEXXZ,SetWaitableTimer,_purecall,_initterm_e,ReadDirectoryChangesW,GetCommandLineW,FindFirstFileW,GetStartupInfoW,_localtime64_s,GetFileAttributesA,LockResource,_read,?AdjustOrientationByExif@CxImage@@QAE_NXZ,HeapAlloc,VirtualProtect,_ZN6TagLib5ID3v23Tag8addFrameEPNS0_5FrameE,gtk_image_new_from_pixbuf,?focusInEvent@QWebView@@MAEXPAVQFocusEvent@@@Z,MessageBoxA,_unlock,SetWindowTheme,OpenProcess,ExitThread,GetStartupInfoW,CreateFileA,ImageList_GetIcon,ExitThread,_errno,EnterCriticalSection,GlobalAlloc,InitializeSListHead,CreateWaitableTimerA,VirtualAlloc,FormatMessageA,GetCurrentThreadId,VerQueryValueW,_Z17qt_message_output9QtMsgTypePKc,BASS_MusicSetAttribute,XionTagsGetTitle,RegQueryValueExA,MessageBoxA
43,@System@@UStrFromPWChar$qqrr20System@UnicodeStringpb,timeEndPeriod,TlsSetValue,GetDiskFreeSpaceA,GetACP,SetEndOfFile,GetLogicalDriveStringsW,SetThreadAffinityMask,GetDateFormatA,?updateGeometries@QTableView@@MAEXXZ,WaitForMultipleObjects,strncpy,setlocale,CancelIo,FindResourceExW,FindNextFileW,GetModuleHandleW,_time64,GetACP,LoadResource,_setmode,?Resample@CxImage@@QAE_NJJHPAV1@@Z,FreeLibrary,HeapAlloc,_ZN6TagLib6String4nullE,gtk_alignment_new,?keyReleaseEvent@QWebView@@MAEXPAVQKeyEvent@@@Z,GetCursorPos,__set_app_type,GetThemeColor,GetExitCodeProcess,SwitchToThread,FormatMessageW,CloseHandle,ImageList_Replace,SwitchToThread,_filbuf,ExitProcess,GlobalFree,wsprintfW,WaitForMultipleObjectsEx,LCMapStringW,FreeLibrary,InterlockedDecrement,DwmIsCompositionEnabled,_Z18qInstallMsgHandlerPFv9QtMsgTypePKcE,BASS_MusicLoad,XionTagsGetYear,RegOpenKeyExA,CharNextA
